,0,1,2,3,4,5,6,7
10,6.5,No tiene datos,Jay Russell,Lewis Colick,"Como miembro de una hermandad de bomberos, Jack Morrison pasa de ser un novaro inexperto a un curtido veterano cuando se enfrenta a un trabajo muy peligrosos que lo convierte en un héroe pero que hace que engañe a su mujer y sus hijos.",115,Brigada 49,tt0349710
11,4.9,No tiene datos,Kjell Sundvall,"Karin Alvtegen-Lundberg, Stefan Sauk, Ken Lindberg","A programmer who's working with the secret EWS computer system at a military air force base is threaten by foreign agents, along with his family. His only chance of rescue seems to be the war veteran Haglund who is a leader of a special taskforce.",103,La amenaza,tt0351078
12,2.8,99,Andrew Prendergast,"Alan Coulson, Jason Kingsley, Paul Mackman","A cleaning fluid experiment on an oil rig turns disastrous when a worker goes missing and eco-activists seize the rig, before a dangerous new creature forces workers and activists to band together.",93,Parasite,tt0352699
13,3.2,14,mink,Kantz,"Joshua Pope (Busta Rhymes) returns to his childhood home to claim the inheritance his late father has left him only to find that the local police have turned the town upside down and are ruling with an iron fist. So, with the help of an old friend (Xzibit) and his cohorts,Pope sets out to reclaim the town he once loved...by any means necessary. Tounge and cheek 70's s... Leer todo",95,Full Clip,tt0353248
14,6.3,No tiene datos,Kevin Bray,Mort Briskin,"Un antiguo soldado estadounidense regresa a su ciudad natal para encontrarla invadida por el crimen y la corrupción, lo que le obligará a limpiar las calles de delincuentes.",86,Pisando fuerte,tt0351977
15,5.6,No tiene datos,Ernest R. Dickerson,Donald Goines,A drug kingpin's return home touches off a turf war.,88,Nunca mueras solo,tt0354766
16,2.0,31,Ryan Combs,Ryan Combs,"This offbeat dark comedy take place when four friends (Brisco, J Rob, Pedro, and Hay Love) have a backyard bar-b-q and decide to come up on some bud. Not knowing where to turn, because the streets have been dry for a few months, they end up scoring from the son of a over protective mob figure by the name of Fredrico, who vows, if anything should happen to his son, the... Leer todo",90,I Accidentally Domed Your Son,tt0353545
17,5.8,No tiene datos,Veera Shankar,"Pawan Kalyan, Satyanand","Shankar aka Gudumba Shankar, a petty-thief, falls in love with Gowri. When Shankar learns that Gowri and her family are harassed by powerful goon Kumaraswamy, he sets up a plot to fool kumaraswamy.",176,Gudumba Shankar,tt0354965
18,4.3,No tiene datos,Gary Brockette,"Steven Chase, Howard Flamm","Ryan and Pete are 27-year old best friends in Miami, born on the same day and each searching for the perfect woman. Ryan is a rookie stockbroker living with his psychic Mom. Pete is a slick surfer dude yet to find commitment. Each meets the women of their dreams on the same day. Ryan knocks heads in an elevator with the gorgeous Jessica, passing out before getting her... Leer todo",101,Shut Up and Kiss Me!,tt0358148
19,5.4,No tiene datos,Frédéric Schoendoerffer,"Yann Brion, Jean Cosmos, Olivier Douyère",Una amenaza podría frustrar el plan de un equipo de agentes secretos.,109,Agentes secretos,tt0356336
20,5.1,No tiene datos,Jingle Ma,Susan Chan,"Lulu Wong lives a double life - part urban social butterfly, part vigilante superhero. Armed with ancient fighting techniques and high tech hardware, Lulu is a beautiful masked millionaire battling to defeat a greedy tyrant.",99,Fei Ying,tt0357894
21,4.5,No tiene datos,Kevin Allen,Jeffrey Jurgensen,"Un astuto agente de la CIA ha robado al Gobierno de los Estados Unidos un dispositivo de control mental de alto secreto. Con la seguridad mundial en peligro, Cody debe desplazarse de incógnito a Londres para recuperarlo.",100,Superagente Cody Banks 2: Destino Londres,tt0358349
22,5.8,No tiene datos,David S. Goyer,David S. Goyer,"Blade, ahora un hombre buscado por el FBI, debe unir fuerzas con los Nightstalkers para enfrentarse a su enemigo más desafiante hasta ahora: Drácula.",113,Blade: Trinity,tt0359013
23,6.5,65,David Mamet,David Mamet,La investigación del secuestro de la hija de un alto funcionario del gobierno de los Estados Unidos.,106,Spartan,tt0360009
24,4.7,No tiene datos,Anthony Hickox,Steven E. de Souza,A terrorist posing as environmentalist hijacks an oil rig off the coast of California with the intent of detonating an electromagnetic bomb over the US.,92,Blast,tt0361399
25,3.3,No tiene datos,Christoph Schrewe,"Torsten Dewi, Christoph Schrewe","After a meteor strike starts a new ice age, a group of survivors tries to find a device that could give mankind new hope",95,El día después del impacto,tt0362942
26,7.2,No tiene datos,Wes Anderson,Wes Anderson,"El oceanógrafo Steve Zissou reúne a una tripulación que incluye a su mujer, a un periodista, y a un hombre que puede que sea su hijo, para dar caza al mítico tiburón que mató a su compañero.",119,Life Aquatic,tt0362270
27,5.8,No tiene datos,Madhur Bhandarkar,"Hriday Lani, Sanjeev Puri, Manoj Tyagi",DCP Patnaik and his team's fights against corrupted politicians and mafia rule Mumbai city. However their faith in law and order is tested with serious outcomes.,149,Aan: Men at Work,tt0363409
28,5.2,No tiene datos,Anthony J. Christopher,David Lee Rawlings,"Small-town retired sheriff Frank Everly finds his life on the skids after his wife Mary is murdered by the ruthless maniac Vincent Pope. When Pope escapes from prison, Everly comes out of retirement to hunt down Mary's killer. The search for Pope soon turns into a twisted game of cat and mouse. Pumping with heart-racing action, this modern-day western will take the au... Leer todo",86,Day of Redemption,tt0363549
29,7.3,No tiene datos,Zack Snyder,George A. Romero,"Una enfermera, un policía, un joven matrimonio, un vendedor y otros supervivientes de una plaga mundial que está produciendo zombis agresivos y carnívoros, se refugian en un megacentro comercial.",101,Amanecer de los muertos,tt0363547
30,4.7,No tiene datos,Sanjeev Puri,"Sanjeev Puri, Manoj Tyagi","Based on the true story of Air Force personnel in Srinagar, Kashmir.",No tiene datos,Agni Pankh,tt0363413
31,4.4,No tiene datos,Hriday Shetty,"Yash Gawli, Sanjay Gupta, Yash Keswani","To pay off their gambling debt, four best friends kidnap an organized crime figure having mistaken him for a wealthy businessman.",149,Plan,tt0364604
32,3.6,No tiene datos,Jamel Aattache,"Jamel Aattache, Kim Ho Kim","Fighting Fish is the first martial arts film produced and set in the Netherlands, about a young Chinese man from Hong-Kong, who travels to the west when he hears that his brother was killed during fight between two gangs in Rotterdam. When he arrives he immediately puts his raging fists to use when he tries to take revenge on the gang that killed his brother. But soon... Leer todo",90,Fighting Fish,tt0365194
33,6.5,No tiene datos,Jean-François Laguionie,"Jean-François Laguionie, Anik Leray","Kid, a 15-year-old hard laborer, steals a map that promises to reveal the location of the notorious pirate Black Mor's treasure. Together with his crew -- MacGregor, Beanpole, Taka and Jim the monkey -- Kid procures a vessel and sets out to sea.",85,L'île de Black Mór,tt0364084
34,8.4,No tiene datos,Kamal Haasan,H. Banerjee,A temperamental farmer gets embroiled in a bloody clan feud in a southern Tamil Nadu village.,175,Virumandi,tt0364647
35,4.6,No tiene datos,Joseph Friel,Joseph Friel,Bill Taylor wakes up to find that someone has planted a bomb inside his body. He must do everything the mysterious caller demands before time runs out.,82,The Ticking Man,tt0365844
36,3.4,29,Kevin O'Neill,Dan Acre,"After an African dinosaur ancestor of the crocodile is found, Dr. Campbell uses its DNA to create prototypes at Paula Kennedy's Gereco lab.",90,Dinocroc,tt0365653
37,No tiene datos,No tiene datos,Ryan McKinney,"Ryan Mc, Kinney",No tiene argumento,No tiene datos,Simple & Safe,tt0365756
38,6.2,No tiene datos,Brett Ratner,Paul Zbyszewski,Un ladrón que logra su último gran robo está a punto de ser capturado por el agente del F.B.I que le prometió que lo haría.,97,El gran golpe,tt0367479
39,5.5,No tiene datos,Philippe Martinez,"Mick Davis, Laurent Fellous, Kristina Hamilton-Grobler","Después de que su esposa sea brutalmente asesinada, Ben Archer, ejecutor de una organización criminal retirado, emprende una guerra contra las tríadas chinas.",91,Justa venganza,tt0367478
40,2.7,No tiene datos,William Webb,Jim Makichuk,U.S. Army sniper Charlie Snow finds himself at the other end of the crosshairs when the brother of an Eastern European arms dealer whom he killed decides to take vengeance on Charlie and his family in L.A.,84,Target (El desafío),tt0367122
41,5.4,No tiene datos,Angela Robinson,Angela Robinson,"Las colegialas con falda escocesa son preparadas por una agencia secreta del gobierno para convertirse en los miembros más nuevos del grupo de defensa nacional de élite, D.E.B.S.",91,D.E.B.S. - espías en acción,tt0367631
42,5.0,No tiene datos,Read Ridley,Read Ridley,"A Chicago Detective goes to the lawless, forgotten hood of ""Dodge City"" in Nashville, TN to avenge a death and crush the local gangsta syndicate run by Mr. T-Ball Williams.",98,Dodge City: A Spaghetto Western,tt0366374
43,6.9,No tiene datos,Neil Widener,Neil Widener,"Genesee is tired of spending everyday fishing in her neighborhood with her three best friends--Patton, Chris, and Stock Exchange. She wants an adventure! Her wish is granted when the crew stumbles upon an Indian arrowhead that magically levitates, pointing to an unseen target. The gang decides to follow the mysterious 'compass,' unaware that it carries an ancient curs... Leer todo",70,"Subdivision, Colorado",tt0368305
44,4.7,No tiene datos,Dwight H. Little,Hans Bauer,"Una expedición científica parte en Borneo para encontrar la Orquídea Sangrienta, que ofrece longevidad, pero descubren que un nido de anacondas la encontró primero.",97,Anacondas: La cacería por la orquídea sangrienta,tt0366174
45,2.7,36,Mani Shankar,Mani Shankar,"A doctor travels from America to India to investigate a man with paranormal healing powers, and uncovers the existence of a dark power that has the potential to transform humans into a new species.",143,Rudraksh,tt0366985
46,5.0,42,Sidney J. Furie,Greg Mellott,"Frank Gannon, a veteran cop, is being hunted by his fellow police officers after they learned he has betrayed the brotherhood and exposed to the feds wide scale corruption of the LAPD. He has one day left to prove his case and survive.",97,Direct Action,tt0368688
47,4.7,No tiene datos,Conor McMahon,"Conor Mc, Mahon","An infection spreads from slaughtered animals to humans, which causes the dead to rise and feed on the living.",80,Carne muerta,tt0369359
48,6.9,No tiene datos,Jon Turteltaub,Jim Kouf,Un historiador se esfuerza por encontrar el legendario tesoro de los templarios antes de que un equipo de mercenarios lo encuentre primero.,131,La búsqueda (National Treasure),tt0368891
49,3.8,29,Rajiv Rai,"Rajiv Rai, Naeem Sha","When the President of India is kidnapped by Kashmiri terrorists in Locarno, Switzerland, an Indian secret agent is sent to find him and set him free. With the help of an Indian singer he will make the ""Impossible"" to complete the mission.",139,Asambhav,tt0368580
50,5.7,22,Paul W.S. Anderson,Dan O'Bannon,"Durante una expedición arqueológica en la isla Bouvet, en la Antártida, un equipo de arqueólogos y otros científicos se ven envueltos en una batalla entre dos leyendas. Pronto, el equipo se da cuenta de que solo una especie puede ganar.",101,Alien vs. Predator,tt0370263
51,4.5,No tiene datos,Azhagam Perumal,"Azhagam Perumal, Sujatha","Udhaya and Vasanthi love each other, but when he learns that she is engaged to another, he moves to another city. Here he is framed for a crime; Vasanthi finds out and sets out to prove his innocence.",122,Udhaya,tt0369036
52,7.5,86,Michael Mann,Stuart Beattie,Un conductor de taxi se encuentra a sí mismo como el rehén de un asesino a sueldo comprometido cuando realiza una ronda de golpe a golpe durante una noche en Los Ángeles.,120,Collateral,tt0369339
53,2.5,0,Jeff Celentano,"Alexander Nevsky, Robert Madrid","A retired diplomat and an LAPD detective seek justice, by pursuing a psychotic killer to Moscow. With the help of a Moscow police, they weave their way through labyrinth of the Russian underworld as time is running out.",90,Moscow Heat,tt0369738
54,5.6,No tiene datos,Michael Heimark,"Michael Heimark, Jakob Mikkelsen",No tiene argumento,No tiene datos,Den sidste dag,tt0371950
55,8.1,No tiene datos,Iren Koster,Iren KosterTracey Silvers,No tiene datos,No tiene datos,Invisible Kids,tt0370778
56,No tiene datos,No tiene datos,Ninan Kurien,Greg Freitas,"Every year, 300 riders set out from Paris to travel across 5,000 miles of breath-taking African sands in a race followed by several hundred millkion passionate fans all over the world. The 18-day race is the ultimate test of man and machine's attempt to conquer nature.",No tiene datos,The Last Road Trip,tt0371786
57,3.3,25,Richard Jobson,Richard Jobson,"The story of martial arts clubs who have created their own city infrastructure after tiring of government initiatives. Responding to the greed and corruption creeping into the other clubs, headed by capitalist-wannabe Moses, The Purifiers battle to maintain the successful system which has rid the city of crime and violence.",85,The Purifiers,tt0371902
58,6.5,No tiene datos,Jonathan Jakubowicz,Jonathan Jakubowicz,Young couple Carla (Maestro) and Martin (Leroux) are abducted by three men and spend a terrifying night in Caracas as they wait for Carla's father (Blades) to hand over the ransom.,90,Secuestro express,tt0371939
59,7.7,No tiene datos,Stephen Chow,Stephen Chow,"En Shangai, China, en la década de 1940, un aspirante a gánster quiere unirse a la famosa «Axe Gang», pero los aparentemente inofensivos vecinos de un complejo de viviendas no son lo que parecen.",99,Kung Fu sion,tt0373074
60,7.7,No tiene datos,Paul Greengrass,Robert Ludlum,Jason Bourne es incriminado en el fracaso de una operación de la CIA y se ve obligado a reanudar su vida como asesino profesional para sobrevivir.,108,El mito de Bourne,tt0372183
61,7.2,No tiene datos,Trey Parker,Trey Parker,"El popular actor de Broadway Gary Johnston es reclutado por la organización de élite antiterrorista Team America. A medida que el mundo se desmorona a su alrededor, debe luchar contra los terroristas, las celebridades y enamorarse.",98,Team America: La policía del mundo,tt0372588
62,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0371677
63,No tiene datos,No tiene datos,Michael Kallio,Michael Kallio,No tiene datos,90,Memory Lapse,tt0371819
64,3.1,No tiene datos,Brian Yuzna,"Alberto Vázquez Figueroa, Miguel Tejada-Flores","Dante travels across a desolate, futuristic Spain in search of his girlfriend, Ula. He is pursued by a bloodthirsty, cybernetic Rottweiler.",95,Rottweiler,tt0371920
65,6.4,No tiene datos,Aleksi Mäkelä,"Pekka Lehtosaari, Reijo Mäki","On the trail of a woman, Vares finds himself caught up with underworld characters who are on the trail of hidden millions.",95,Vares - yksityisetsivä,tt0372594
66,5.4,12,Jean-Paul Salomé,"Jean-Paul SaloméLaurent Vachaud, Maurice Leblanc","Mientras el intrépido ladrón Arsène Lupin saquea las casas de los ricos parisinos, la Policía, con un arma secreta en su arsenal, intenta descubrirlo.",125,Arsène Lupin,tt0373690
67,3.9,No tiene datos,Hiroyuki Nasu,"Gô Nagai, Machiko Nasu","Based on Gô Nagai's manga, about mild-mannered teenager Akira Fudô, who merges with a demon to fight other demons.",116,Devilman,tt0373786
68,5.5,No tiene datos,Dante Lam,"Kin Chung Chan, Hing-Ka Chan","(Cantonese with English subtitles) Hotshot police officers Aaron Kwok and Eason Chan are both full of talent and ego. So when their boss decides to put them both together on a ""special"" project, all they do is bicker. Before long, they're put to the test as a duo when a dangerous jewelry thief manages to disappear with plenty of loot. Will the two keep their egos in c... Leer todo",99,Chung on chi ma Gun,tt0373906
69,3.4,18,Ken Barbet,David Neilsen,"An ex-Navy SEAL faces his riskiest mission yet when he's forced to compete for his life in a survival game. The last man standing will take home a 10 million dollar prize, those who fail will die a lonely death in the jungle.",90,The Eliminator,tt0374312
70,7.9,No tiene datos,Mani Ratnam,Mani Ratnam,Three men and their accidental meeting on Napier Bridge will change their lives forever.,160,Aayitha Ezhuthu,tt0375571
71,3.5,65,Frédéric Auburtin,"Frédéric Dard, Laurent Touil-Tartour","While a terrorist epidemic strikes the world leaders, the commissaire San-Antonio and his partner Lieutenant Bérurier must escort the French ambassador to a British hotel. But after a negligence of Bérurier (one more little sex affair), San-Antonio powerlessly witnesses the ambassador's abduction, organized by a gorgeous Italian girl. Back in Paris, San-Antonio is dis... Leer todo",95,San Antonio,tt0375040
72,6.2,No tiene datos,Tim Hunter,Todd Slavkin,A sociopath on death row is given a chance to live if he agrees to take part in a chemical behavioral modification program.,104,Asesino,tt0374584
73,4.0,No tiene datos,Gérard Pirès,"Alexandre Coquelle, Matthieu Le Naour",Two spies are undercover to track down a nuclear missile while distracting a vilain trying to get world's domination,90,Espías súper secretos,tt0374627
74,4.3,No tiene datos,Bryan Goeres,"Diane Fine, Evan Spiliotopoulos","When a painting owned by one of her clients is stolen from a Barcelona museum, a New York-based artexpert is sent there to help investigate. After more paintings are stolen, she learns that she is being framed for the crimes. With the help of her estranged husband, a New York cop, they must not only solve the crimes but clear her name.",98,Golpe maestro,tt0375560
75,7.1,No tiene datos,Andrea Costantini,Andrea Costantini,"Superintendent Chessari is sent to run a small police station on the outskirts of Rome - a temporary posting in a difficult area, with not much backing and very few staff. His deputy, Lorenzo Corsi, is a youngster just out of the Academy, full of enthusiasm and high principles which clash with the corrupt reality of the streets and the attitude of his colleagues. The ... Leer todo",No tiene datos,Dentro la città,tt0375698
76,7.3,No tiene datos,Matthew Vaughn,J.J. Connolly,Un exitoso traficante de cocaína recibe dos tareas difíciles de su jefe en la víspera de lo que debería ser su jubilación anticipada.,105,Layer Cake: Crimen organizado,tt0375912
77,8.0,No tiene datos,Quentin Tarantino,Quentin Tarantino,"La novia continúa su búsqueda de venganza contra su antiguo jefe y amante Bill, el solitario portero Budd y la traicionera Elle, tuerta.",137,Kill Bill: Volumen 2,tt0378194
78,4.7,46,Vikram Bhatt,"Robin Bhatt, Vikram Bhatt, Girish Dhamija","A protective father starts digging deeper into the past of his daughter's possessive, unpredictable and violent boyfriend.",152,Aetbaar,tt0377340
79,6.0,33,Takashi Miike,Shigenori Takechi,"An executed samurai takes an existential journey throughout time, space and eternity in search of bloody vengeance.",128,Izo,tt0377079
80,6.1,No tiene datos,John Moore,Lukas Heller,Los supervivientes de un accidente aéreo en el desierto de Mongolia trabajan juntos para construir un nuevo avión.,113,El vuelo del Fénix,tt0377062
81,3.4,No tiene datos,Pappan,Dennis Joseph,"Vajram is a 2004 Indian Malayalam Flim, directed by Pramod Pappan & produced by Haksar Syed.The flim star Mammootty, Kousalya & Vasundhara Das in lead roles.The music of the film was composed by Ouseppachan & S. P. Venkatesh.",122,Vajram,tt0378957
82,4.6,0,Alki David,Alki David,Se cuenta la épica lucha de la apneísta Danai Varveri por convertirse en campeona del mundo.,95,The Freediver,tt0379790
83,6.6,No tiene datos,Elia Schneider,Henry Herrera,"""Punto y raya"" is the story of a young Colombian recruit who, while patrolling his country's border, is befriended by a Venezuelan adversary, and the tragic consequences of their relationship.",105,Punto y raya,tt0379463
84,5.8,No tiene datos,Alain Berbérian,Christian Clavier,"Rémi François es un detective contratado para buscar a Ange Leoni, un corso que al parecer ha heredado una casa de 2 millones de euros.",92,El archivo corso,tt0380349
85,6.1,No tiene datos,Puneet Sira,"Vekeana Dhillon, Puneet Sira",I is an Indian. He travels to London for a family wedding and finds his family live in fear of the terrorism by National Front Skinheads and finds he has to become involved which escalates the situation.,129,I - Proud to Be an Indian,tt0379818
86,7.4,No tiene datos,Alejandro Lozano,Tony Dalton,Una comedia oscura y poco convencional sobre un grupo de adolescentes de la Ciudad de México envueltos en un secuestro que involucra a una leyenda de lucha libre retirada y un loro.,99,Matando Cabos,tt0380538
87,4.6,No tiene datos,Jean van de Velde,Gerard Soeteman,"Floris van Rozemond Junior, son and heir of a long line of knights of that name, refuses to go in the military 'family business' and becomes an actor, a profession scorned by his homonymous father, the general of the under-age duke of Burgundy. The duke chose this year to pay for his people to have bread and butter, rather then canons for the army, but relies for Flor... Leer todo",100,Floris,tt0381192
88,7.3,No tiene datos,Mani Ratnam,Anurag Kashyap,"Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever.",161,Yuva,tt0382383
89,5.1,No tiene datos,Ari Taub,"Nick Day, Caio Ribeiro",The story of ordinary men during WWII as seen from three different points of View.,112,Días de sangre y fuego,tt0382721
90,5.3,No tiene datos,Conrad Glover,Conrad Glover,A young woman released from a drug rehab program commits a wrong act to further her dream only to find out it may cost her the lives of her friends and her own.,82,Bottom Out,tt0383939
91,7.5,No tiene datos,Yimou Zhang,Feng Li,"Un romántico capitán de policía saca de la cárcel a una bella miembro de un grupo rebelde para ayudarla a reunirse con sus compañeros, pero las cosas no son lo que parecen.",119,La casa de las dagas voladoras,tt0385004
92,6.9,56,Benny Chan,Alan Yuen,"Un policía héroe lleva accidentalmente a su equipo a una trampa de la que él es el único superviviente. Ahogando su culpa en alcohol, le asignan un nuevo compañero más joven que resulta tener sus propios secretos.",123,New Police Story,tt0386005
93,3.1,No tiene datos,Christopher Kulikowski,Christopher Kulikowski,Two time travelers with opposing views are sent back to the present aboard a research ship in the Antarctic to prevent a global biological disaster from occuring.,93,Commander,tt0385990
94,3.6,No tiene datos,Richard Gabai,Michael Gannon,"Evan Hanson is the best motocross coach in the country. After leading his daughter Callie to the national championships, he decides to set his sights on a more personal challenge - saving a local dirt track from a motorcycle gang.",82,Motocross Kids,tt0386649
95,8.0,No tiene datos,Kang Je-kyu,"Kang Je-kyu, Sang-don Kim, Han Ji-hoon","Cuando dos hermanos se ven obligados a luchar en la guerra de Corea, el mayor decide aceptar las misiones más arriesgadas para tratar de evitar que el menor se vea envuelto en la batalla.",140,Lazos de guerra,tt0386064
96,7.6,No tiene datos,Chuan Lu,Chuan Lu,Una conmovedora historia real sobre voluntarios que protegen a los antílopes de los cazadores furtivos en las montañas del Tíbet.,85,La patrulla de la montaña,tt0386651
97,6.0,No tiene datos,Milan Luthria,Anurag Kashyap,A group of Indian POW (Prisoners Of War) rebels against Pakistani army and tries to escape from their captivity during India-Pakistan war in 1971.,163,Deewaar: Let's Bring Our Heroes Home,tt0387989
98,4.6,No tiene datos,Jakob Schäuffelen,"Axel Melzener, Jörn Precht, Frank Weiss",Young Mia is totally in love with cars and spends every free minute tinkering with her mother's old VW Beetle. Her big dream is to take part in the Paris-Dakar Rally someday.,86,Abgefahren,tt0388679
99,5.9,No tiene datos,Han-jun Park,Won-jun Ha,Go-Bong has a huge crush on Gye-Soon who works at a fast food restaurant without knowing that the girl he love is a spy from North Korea.,102,Geunyeoreul moreumyeon gancheob,tt0390043
100,5.1,No tiene datos,Marco Mak,"Kai-Cheung Chung, Derick Lau, Ask Lee","Rural kung fu whiz Qiang travels to visit his friend Lung, who's taken up Xanda, a new martial art that fuses multiple styles. When Lung is grievously wounded by the Xanda champ, Qiang trains in the sport to seek revenge in the ring.",92,Combate final,tt0388547
101,4.4,35,Nick Groff,"Nick Groff, Michael A. Martinez","Antonio owes the Robaldo family a hundred G's, Gray wants revenge on the street gang who mugged him, Jimmy's escaped from prison, and his brother/accomplice David has many serious mental conditions. Detective Brickley is hot on their trail willing to stop them with any means necessary, while a pair of rogue psychiatrists track them to discover the roots of David's con... Leer todo",127,Malevolence,tt0389139
102,6.9,No tiene datos,Joshiy,"Siby K. Thomas, Udaykrishnan","Unni, who his family thinks is an NRI, is actually a smuggler known as Valayar Paramasivam. Problems arise when his enemies start plotting against him and his brother becomes a police officer who is in pursuit of Paramasivam.",162,Runway,tt0389337
103,7.2,No tiene datos,Peter Berg,Buzz Bissinger,"Basado en el libro de H.G. Bissinger, que describe la ciudad de Odessa, Texas y su heroico equipo de fútbol de secundaria, The Permian High Panthers.",118,Luces de viernes noche,tt0390022
104,No tiene datos,No tiene datos,Layon Gray,Layon Gray,"In 1975, six U.S. female soldiers were captured and held hostage in a Vietnamese hooch.",136,Soldiers Don't Cry,tt0390499
105,7.4,No tiene datos,Ha Yoo,Ha Yoo,"By ""Fist of Fury"", Kim Hyun-Soo (Sang-Woo Kwone) addicted to Bruce Lee. Year 1978. Hyun-Soo moved to KangNam, Seoul. Hyun-Soo transferred to JungMoon High, Maljuk Street, Kangnam, Seoul. He goes schooling by No.78 Bus. First day a senior male took Hyun-Soo's collar and made Hyun-Soo being punished inside JungMoon playground because of forgetting collar Hyun-Soo made f... Leer todo",116,El espíritu de Bruce Lee,tt0390205
106,2.6,No tiene datos,Art Camacho,Thomas Callicoat,A computer virus has invaded a virtual reality fighting game leaving a rebellious teen trapped within. Now the boy's father must enter the tainted program and battle his way through a deadly maze of martial arts fighters to save his son.,90,Sci-Fighter,tt0390463
107,7.1,No tiene datos,Olivier Marchal,Olivier Marchal,Dos policías compiten por la misma promoción y muy pronto se vuelven como los criminales que persiguen.,111,Asuntos pendientes,tt0390808
108,5.0,31,Jason Xenopoulos,"Tunde Babalola, Celia Couchman, Bob Mahoney","The President of an African country decrees that the Arms budget will be diverted in to the ""Water For All"", project. The journalist, Michael Power, discovers a Coup set by the arms dealers.",110,Critical Assignment,tt0389892
109,4.7,No tiene datos,Michael Keusch,"Robert Kulzer, Herman Weigel","The young policeman Karl-Heinz Krause works undercover to insinuate himself into a group of Autobahn racers. While he gets to like the illegal races, besides he has to chase some people dealing stolen cars.",87,A2 Racer: Gas a fondo,tt0391774
110,5.6,No tiene datos,Esmé Lammers,Barbara Jurgens,Four women from the North of Dutch town Breda are sick of their poor life. Lot is divorced and has two little kids; her friend Sam has a busy family life and an unemployed husband; Reneetje has a little daughter (and always a sniff of coke in her pocket); teacher Kers has had trouble making ends meet after her husband died. They boldly decide to rob a bank in the neig... Leer todo,100,Amazones,tt0390833
111,7.7,No tiene datos,Brian Clyde,Brian Clyde,"Dedicated boxers square off against trigger-happy drug pushers in Brian Clyde's remarkably assured first feature, developed under the aegis of exec producer Roger Corman. Classy little actioner, reportedly made for a mere $100,000.",114,Rage and Discipline,tt0391414
112,4.1,No tiene datos,Guddu Dhanoa,"Robin Bhatt, Sutanu Gupta, Dilip Shukla","Tony works as a hit-man for gangster, Vikas Patil, who owes his allegiance to wealthy Raj Mallya. Raj Mallya is involved in marketing spurious and out-dated drugs, and as a result is the subject of an investigation by the Food & Drugs Administration's inspector Dr. Hargobind Gosai. Raj asks Vikas to take care of Hargobind through Tony, which Tony does, and in this man... Leer todo",143,Kismat,tt0391274
113,5.8,No tiene datos,Lasse Spang Olsen,"Kim Bodnia, Lasse Spang Olsen","A gang of small-time crooks screws up. Ripping off a Chinese shipping container, they find heroin belonging to Latvian mafia. A friend of theirs, a nice cop, tries to mediate, acting in good faith.",87,Den gode strømer,tt0392049
