,0,1,2,3,4,5
36,7.9,Will Martin,Will Martin,"In a US-Mexico border town, a young gunslinging skateboarder named Jack Urban must avenge the death of his kid sister - killed by a rising drug lord known only as ""The King.""",80,Roughrider
37,8.3,Eric Ortiz,Eric Ortiz,"Three young men who have lost hope for a future, find a bond with each other and risk everything for a better life. Based on a true story.",74,Exit 727
38,5.2,Garrett Brawith,Ross Patterson,"An outrageous, over-the-top spoof, FDR: American Badass is the untold true story of our country's greatest monster-hunting president!",93,FDR: American Badass!
39,4.7,Jessy Terrero,L. Philippe Casseus,"El hijo de un oficial de policía asesinado se une al DPNY, en donde llega con el ex-compañero de su padre y una banda de policías corruptos.",96,Unidad de élite
40,6.6,Gregg Godfrey,Gregg Godfrey,"Travis Pastrana and his tight-knit, highly-skilled, adrenaline-addicted friends bring their impossible, ridiculous, insane and hysterical adventures to the big screen for the first time.",92,Nitro Circus: The Movie
41,3.4,Rosshan Andrrews,Bobby,"An International businessman and playboy tries to avenge the death of his girlfriend, who was murdered by a gang of robbers, by entrapping them through a reality TV show.",169,Casanovva
42,5.9,Steven C. Miller,Ben Powell,"Four heavily armed hitmen and two unusual teenagers go to war over $500,000 of stolen cash.",85,The Aggression Scale
43,No tiene datos,No tiene datos,No tiene datos,No tiene datos,63,The Losing Hand
44,6.0,Ron Scalpello,Paul Van Carter,Hay que hacer justicia en el instituto más conocido de Gran Bretaña para jóvenes delincuentes.,102,Offender
45,5.7,Gordon Waddell,"Russell Cunningham, Franca Maiorana, Frank Parini","Abandoned by his mother and raised in a Temple, a warrior is born, a destiny fulfilled.",84,Birth of a Warrior
46,6.3,Barry Battles,Barry Battles,"When three redneck brothers agree to help a woman save her godson from an abusive stepfather, they become targets on the run from an odd cast of characters.",98,Forajidos de Baytown
47,5.9,Heitor Dhalia,Allison Burnett,Una mujer está convencida de que su secuestrador ha regresado cuando su hermana desaparece.,94,Sin rastro
48,3.6,Mitchel A. Jones,Mitchel A. Jones,"A survivor of warfare born chemical attack, Cassie Becker faces a new world of terrible realization. The Human race has suffered terrible recourse in the wake of an attack that never should have been leaving the remaining inhabitants in a state far less then human. It has been six months since to the day in this new world of indescribable destruction and isolated fear... Leer todo",89,After the Dawn
49,5.6,Harish Narayan,K. Hari Shankar,Two students plan to investigate a strange phenomenon that they came across in a field during their summer holidays.,139,Ambuli
50,5.4,Eduard Cortés,Eduard Cortés,"Film basado en la historia real de los Pelayo, una familia que consiguió su fortuna haciendo saltar la banca de los grandes casinos de todo el mundo.",100,Los Pelayos
51,5.4,Srinivasa Reddy,D.S. Kannan,A demon born from darkness plans to take over the world by marrying a girl with ominous horoscope.,157,Damarukam
52,6.9,Jane Altiparmakov,"Borjan Zafirovski, Darijan Pejovski, Vardan Tozija",An omnibus of ten short films by ten young directors.,141,Skopje Remixed
53,5.2,Ruba Nadda,Ruba Nadda,"Años después de salir de Damasco en circunstancias sospechosas, Adib debe enfrentarse a lo que dejó cuando su hija desaparece.",93,Rescate en Damasco
54,6.5,Curtis Cleveland,"Brittany Baxter, Keegan Callahan, Luke Callahan","Mike and Barry are lifelong friends and roommates who have drifted apart, collateral damage from Mike's misguided pursuit of a corporate career. One summer morning, Mike, an avid cyclist, becomes the victim of bike crime when his ""Bullet"" is stolen. Barry convinces Mike to borrow the bicycle of their cute neighbour to get him to work on time. Unfortunately, this bike ... Leer todo",88,The Bike Heist
55,2.7,Mark Atkins,Cameron Larson,"The residents of a small town team up to kill a group of evolved sharks that can swim in sand, and are terrorizing local beaches.",91,Tiburones de arena
56,4.8,Andrew Lau,Oi-Wah Lam,An elite crime-fighting unit in the court of the Chinese emperor relies on flying swords to defeat their enemies.,112,Xue di zi
57,3.9,Ryan Combs,Ryan Combs,New Year's Eve 1975: Two cop detectives are staking out Renzo. He's suspected of killing a cop among others. Will the 2 cops do the necessary to get their man?,78,Mafia
58,6.9,Karan Malhotra,Ila Bedi Dutta,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,174,Agneepath
59,7.9,Baxter Churchville,Baxter Churchville,A brother and sister learn to use their martial arts to protect the ocean they love.,85,Champions of the Deep
60,6.5,Akan Satayev,Muhammed Mamyrbekov,"A universal story about the freedom of the human spirit and the struggle against slavery and despotism, about love, loss and betrayal. It is seen through the eyes of simple Kazakh kids and teenagers.",132,Myn Bala
61,6.3,Albert Fautré,"Châu Belle Dinh, Affif Ben Badra, Ludovic Berthillot",An action and martial arts movie beyond your greatest imagination.,95,Praschan Requiem
62,6.3,Kathrine Windfeld,Jan Guillou,Swedish agent Hamilton tracks 200 stolen grenades to Russians at the Uzbek/Afghan border. Some men kill both dealers and buyers and steal the grenades. Who are they and what do they want with the grenades?,109,Hamilton
63,7.6,David Ayer,David Ayer,"Filmado al estilo de un documental, esta película sigue a dos jóvenes policías de Los Ángeles y sus encuentros con fuerzas criminales más poderosas que ellos.",109,Sin tregua
64,5.3,Paul W.S. Anderson,Paul W.S. Anderson,Alice lucha junto a un movimiento de la resistencia para recuperar su libertad en un centro de pruebas de la Corporación Umbrella.,95,Resident Evil: Venganza
65,5.6,Tobias Falk,Stefan Thunberg,"Special agent Carl Hamilton is forced to play by his own rules when his goddaughter is kidnapped by terrorists, as he learns that he will get no help from the Swedish secret services.",90,Hamilton 2
66,4.8,Marco Mak,Jing Wong,"A gorgeous lethal killer, brainwashed by the villain, makes a startling discovery in a mission to eliminate a person she can in no way imagine.",94,Jue se wu qi
67,5.9,Ronnie S. Riskalla,K.G. Donovan,He just woke up. He's in a hospital. He can't move. He can't remember who he is. Memories begin to flood back to him as he regains consciousness. He was part of a heist gone wrong. One of a crew of six asked to steal a briefcase from a secret vault. But that's all he can remember. He will combat the drugs and the pain and the solitude in a desperate effort to remember... Leer todo,99,The Day Hollywood Died
68,4.5,Alex Craig Mann,Alex Craig Mann,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.,87,Aula de castigo
69,1.2,Nick Thomas-Webster,David J. HensonAllan Palmer,No tiene datos,120,Futures Past
70,5.6,David Weaver,Elan Mastai,"Tras treinta años en prisión, Foley deja su vida de timador. Al conocer a una joven y escurridiza mujer, Iris, la posibilidad de comenzar una nueva vida se hace realidad. Pero su pasado le persigue.",90,Furia (The Samaritan)
71,7.1,Petter Næss,Ole Meldgaard,"Soldados británicos y alemanes quedan varados en el desierto después de una batalla aérea. Al encontrar refugio en la misma cabaña, se dan cuenta de que la única forma de sobrevivir al invierno es dejar de lado las reglas de la guerra.",104,Perdidos en la nieve
72,3.0,Jeff Broadstreet,Jeff Broadstreet,"After inheriting the family mortuary, a pyrophobic mortician accidentally exposes hundreds of un-cremated bodies to toxic medical waste. As the corpses re-animate, the mortician's inheritance-seeking younger brother unexpectantly shows up, stumbling upon a full zombie outbreak!",88,Night of the Living Dead 3D: Re-Animation
73,6.0,Steve Balderson,Frankie Kranz,"CULTURE SHOCK is about four American college grads who take their first trip overseas and get caught in an international crime ring. It's an action-packed thrill ride with humour, intrigue, and tweets.",81,Culture Shock
74,5.1,William Kaufman,Benjamin Shahrabani,Un asesino con experiencia juega para ambos bandos en un conflicto entre mafiosos rusos y se convierte en el objetivo de un enemigo desconocido.,91,Una bala en la recámara
75,8.0,Brad Allgood,"Brad Allgood, Joshua Wolff, Bil Yoelin",This shocking documentary tells the story of the indigenous Miskito lobster divers along Nicaragua's Caribbean Coast who risk their lives every day diving for the region's most lucrative resource - the Caribbean spiny lobster.,60,"My Village, My Lobster"
76,2.4,Tazito Garcia,Tazito Garcia,No tiene datos,120,The Dark Side: Rise of Darkness
77,5.0,Jesse V. Johnson,Derek Kolstad,Un mensajero de un señor del crimen local debe entregar un misterioso paquete mientras es perseguido por una horda de insólitos gánsteres.,95,Entrega peligrosa
78,4.8,Justin Dix,Eddie Baroo,"A special forces unit sent, to infiltrate Pine Gap Australia's top secret underground military compound, come under attack from unknown forces.",86,Crawlspace
79,6.1,Chakri Toleti,Chakri Toleti,"David Billa builds up his drug and arms dealing empire, becoming a feared underworld boss.",129,Billa 2
80,3.8,Daniel J. Gillin,"Daniel J. Gillin, Michael Adam Hamilton","TROPHY tells the story of men's obsession with power and how far they will go to claim the ""PRIZE"". Two rival gangs in Los Angeles and Las Vegas, led by Gino (Robert Miano) and Cole (Michael Madsen), are vying for control. Danny (Michael Masini), an LAPD undercover police detective, goes deep into gangland to infiltrate one gang to bring down both. Along the way, he b... Leer todo",99,Beyond the Trophy
81,3.5,Joe Davison,Joe Davison,"Several months after a zombie outbreak Frost Bite is the last town in Alaska. For John Bannister and his team of survivors it's what they call home, and it's all they got. Now, an unforeseen evil has risen, and his name is Regis, and he wants everything they have. Zombies are one thing, but Raiders are something else entirely.",93,Frost Bite
82,6.6,Stefano Sollima,Carlo Bonini,"A look at the controversial riot cops unit, told through the stories of three veteran cops and a young recruit.",112,Todos los policías son unos bastardos
83,5.3,Johnny Remo,Daniel Backman,"After growing up with his single mom, skateboarder Caleb, 18, finds his busy, rich architect dad. He contacts him, when his mom's hospitalized with cancer. He joins a skateboard competition, when rent's up.",112,Hardflip
84,4.6,Sid Bennett,Sid Bennett,"Una expedición británica formada por el investigador principal Jonathan Marchant, su ayudante, una médica y un equipo de televisión, viaja al Congo para buscar pruebas de un dinosaurio.",83,Proyecto Dinosaurio
85,4.5,Patricio Valladares,Andrea Cavaletto,"Ater their abusive father is jailed, two sisters being raised in a remote area of Chile find they have to answer to their uncle, a drug kingpin who wants his missing product back.",97,En las Afueras de la Ciudad
86,5.8,Chuan Lu,Succeed Be,The story of two warring generals (Liu Bang and Xiang Yu) fighting for control of China at the end of the Qin Dynasty.,120,Wang de Shengyan
87,6.5,Alberto Rodríguez,Rafael Cobos,Un escuadrón de cuatro policías encubiertos está acusado de limpiar las calles de Sevilla de drogas y prostitución.,96,Grupo 7
88,5.6,David Barrett,Tom O'Connor,Un bombero toma una decisión inesperada cuando el hombre contra el que debe testificar le amenaza.,97,Fuego cruzado
89,7.2,David Barras,David Barras,"Jazz and Wolf need money to save their comic shop. When the rare and valuable first issue of Electric Man shows up, they think all their problems are solved. But things are never that simple. They are not the only ones who want to get their hands on it.",100,Electric Man
90,5.4,Craig Moss,Craig Moss,Un veterano de Vietnam se convierte en un héroe local después de salvar a un hombre de los atacantes en un autobús urbano. Él decide tomar medidas cuando su mejor amigo es asesinado y la policía muestra poco interés en resolver el crimen.,90,Tipo duro
91,4.5,Raimund Huber,Ken Miller,"Captured international assassins are locked up inside a high-tech bunker known as the Killing Chamber. To break out of this concrete hell they must duel each other, fight deadly ninjas and battle against gangs of masked maniacs. And... if they survive this, they will have to confront Snakehead: the lethal, deranged top dog who will stop at nothing to kill 'em all!",86,Kill 'em All
92,7.0,Brannon Bates,Brannon Bates,Rookie detective Jack Wall is up against insurmountable odds as he attempts to solve his first case with a mysterious crime lord against him. Finding the true love of his life only to have her taken away is just the beginning of his transformation into Payback Jack.,98,Payback Jack
93,3.3,Stephen Amis,"Stephen Amis, Serge De Nardo, David Richardson","In 1943, five US soldiers are recruited by the OSS for a time travel mission to save the world from the tyranny of Hitler's 25th Reich.",85,The 25th Reich
94,8.4,Nicholas Ortiz,Nicholas Ortiz,"A Modern Frankenstein Film, set in New York City, where a former cop, a medical examiner and a online journalist must discover the terrifying secret behind a serial killer's actions that hold the Big Apple in a constant state of fear.",No tiene datos,Siodmak
95,5.8,David Charhon,Rémy Four,Dos policías incompatibles se unen para investigar el asesinato de la esposa de un magnate de los negocios.,96,Incompatibles
96,6.3,Inon Shampanier,Inon Shampanier,A man takes a cab from LAX. A couple gets in as well and he finds out what a millionaire tour is: they take his valuables and stop at ATMs until his credit cards max out. Who is he? Twists follow.,84,The Millionaire Tour
97,3.7,Ansel Faraj,Ansel Faraj,"The continuing story of Detective Adam Sera, and his new nemesis - the Fireman.",101,The Burning Within
98,5.6,Jason Connery,Adam Mervis,"Un exluchador campeón de la NCAA, en libertad condicional después de diez años en prisión, accede a una serie de peleas en jaula para salvar la vida de un amigo y se le pide que haga lo imposible: perder.",90,El chico de Filadelfia
99,6.0,Naoyoshi Shiotani,Clamp,"Six months after the massacre at her faux hometown, Saya has set out on a mission to exact revenge on Fumito, who had since then become a powerful dictator enforcing censorship throughout Japan.",107,Gekijouban Blood-C: The Last Dark
100,No tiene datos,Leif Å. Songedal,"Øivind Solfjeld, Leif Å. Songedal",No tiene argumento,No tiene datos,Fuglekikkeren
101,No tiene datos,Sean-Michael Argo,"Sean-Michael Argo, Bekah Kelso","Sineaters is the story of a lone drifter who has come to the end of a violent and bloody journey. He has the power to consume the sins of evil-doers, and the power to heal with his hands, part faith healer and part gun slinger. He loses the spiritual struggle with the Grim, a manifestation of all the evil he has removed from the world, and is turned against his sineat... Leer todo",90,Sineaters
102,7.4,Gursimran Dhillon,Gursimran Dhillon,A detective with questionable methods enlists his group of friends to take down the drug dealers who control his city.,No tiene datos,Pseudo
103,5.7,Michele Placido,"Denis Brusseaux, Cédric Melon",Un detective busca al tirador que frustró el plan de atrapar a un notorio equipo de ladrones de bancos.,89,El francotirador
104,5.4,Micheal Bafaro,Micheal Bafaro,"In an attempt to find a missing boy in the woods, an NBS news reporter and his cameraman embed themselves with a group of hunters before all goes awry.",86,Embedded
105,8.2,Anurag Kashyap,Akhilesh Jaiswal,Un enfrentamiento entre Sultan y Shahid Khan conduce a la expulsión de Khan de Wasseypur y enciende una enemistad mortal que abarca tres generaciones.,321,Gangs of Wasseypur
106,7.2,Luis Ismael,Luis Ismael,"Tone, the leader of the gang, returns home after sometime abroad, to try to save his father's life that is on the verge of death, and needs a liver transplant to survive. For this task he needs the help of his gang, once again.",129,Balas & Bolinhos: O Último Capítulo
107,3.3,Shaji Kailas,Renji Panicker,Two detectives investigate the death of an intelligence agent found in a river after she discovered a Pakistani plot for a terrorist attack.,183,The King and the Commissioner
108,4.7,Christopher Bryan,Ryan Darbonne,"The year is...""80's future"". The world is in shambles. A bitter and desolate place. The zombie apocalypse has been devouring the world for nearly 7 years. Now, the powers that be think the suffering should end - so the ultimate weapon is sent to earth. The Zombie Christ. Those that fight alongside him have become his apostles, and together - they attempt to rid the wo... Leer todo",No tiene datos,The Zombie Christ
109,6.0,N. Linguswamy,N. Linguswamy,Thiru join hands with his brother Guru to face the mobsters of a city.,150,Vettai
110,5.7,Xavier Palud,Éric Besnard,Un inspector de policía debe resolver dos horripilantes asesinatos. El problema es que su único sospechoso es un ciego.,94,A ciegas
111,3.9,Steven R. Monroe,Steven R. Monroe,"The film is a violent, edgy ride focusing on down and out Reagan Tyler, a man who is troubled by visions and premonitions that ultimately lead him to old school Las Vegas. It's there that Reagan meets the beautiful and mysterious Monika, a young woman who turns out to have been killed the night before he even met her. Reagan is then forced to put the puzzle together o... Leer todo",88,MoniKa
112,8.1,Ryan Branco,Ryan Branco,No tiene datos,90,Symphonys Target
113,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
114,7.7,Boodee Keerthisena,Ariyaratne Athugala,"Two lovers, Yoga and Parvathi, meet on the battlefield of the Sri Lankan civil war. As the Liberation Tigers of Tamil Eelam attack the Sri Lankan army and tighten their grip on the Tamil people, Yoga and Parvathi struggle with feelings for each other and their own commitments to the LTTE. Parvathi's family is relocated to a concentration camp and Yoga is sent on a mis... Leer todo",112,Matha
115,2.6,Nathan Ellering,Phillip Ellering,"A story of what happens when a reluctant man is forced to face his fears, which begins as a fun camping trip and ends in a fight for survival in the remote forest of the pacific northwest.",88,Lost Woods
116,6.0,Ernie Barbarash,Chad Law,Un exmercenario con la reputación de encontrar a niños perdidos es contratado por un luchador de artes marciales cuya hija ha sido secuestrada.,115,6 balas
117,No tiene datos,No tiene datos,No tiene datos,No tiene datos,75,Farworld
118,4.5,Michael Thomas Dunn,Michael Thomas Dunn,"When a college student (Annalisa Kyler) dissappears along the road, her friends quickly form a search party to find the lost woman. Unfortunately, these college slackers (Martin Seijo, Lauren Brown & Kayte Giralt) are in way over their heads. Also trying to piece this mystery together is the local Sheriff (Allan Medina) and the coroner (Ed Donovan). Womanizing jerk Br... Leer todo",85,Bloody 27
119,7.4,Keishi Otomo,Nobuhiro Watsuki,Un ex asesino que ha decidido no volver a matar nunca más ha puesto a prueba su voto.,134,"Kenshin, el guerrero samurái"
120,5.1,Matthias J. Michel,Matthias J. Michel,"Vanessa, a super posh diva, finds herself stranded on a lighthouse instead at a luxury resort. To make things worse, there is no way to get off the island until the next ship arrives the following week. This leaves her with plenty of time to get acquainted with the burly lighthouse keeper and Sebastian, a dropout, with whom she competes for the only shabby little gues... Leer todo",98,Overbooked
121,6.0,Stephen Fung,Chia-Lu Chang,"Yang travels to Chen Village to learn a powerful form of Tai Chi. Though villagers are forbidden from teaching outsiders, Yang becomes their best hope for survival when a man arrives with a plan to build a railroad through the village.",100,Tai ji 1: Cong ling kai shi
122,5.3,Sajid Khan,Tushar Hiranandani,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,145,Housefull 2
123,4.1,Todor Chapkanov,Jeffrey Green,"Set in a not-too-distant future in which a synthetic blood substitute, dispensed by the Romanian government, allows humans and vampires to potentially co-exist.",86,Vampiros del Hampa
124,4.7,David Keary,"Jill Headrick, Clevetta Anthony, Harry P. Castros","Rocket (Tray Chaney) is a businessman cashing in on an underground scheme to steal from criminals. Using his upscale nightclub as a way to pinpoint targets, he creates elaborate plans including phony police busts and online embezzlement. For his next heist, Rocket uses his girlfriend. Monae (Tila Tequila), as bait.",89,Masterminds
125,No tiene datos,Bey Logan,Bey Logan,"Snowblade is a lethal lady assassin traveling the badlands of ancient China. Having sold her soul to win mastery of the sword, she fears no man, and knows no law but her own. One dark night, the devil offers her a chance to escape hell, if she can only kill seven foes before the full moon wanes...",No tiene datos,Snowblade
126,3.8,Brandon Nutt,Brandon Nutt,A special agent's plans to reconcile with his ex-fiancé are ruined when she boards a private jet that is targeted by hijackers working for the same crime lord that he is chasing.,86,Hijacked
127,7.8,Frank E. Jackson Jr.,Frank E. Jackson Jr.,"Four drug kingpins deal with inner turmoil, familial strife and heightened stakes while taking a chance on a risky business proposition. Kwan (Che Evans), Deuce (Joe Weaze Carter), Dexter (Demetrius Parker) and Theo (Walter Maxfield Jones) may be in over their heads when they join forces with middleman Tiger (The Wires Trey Chaney) and criminal mastermind/funeral home... Leer todo",95,Dead Money
128,5.4,Eduardo Rodriguez,Jonathan W. Stokes,"Un hombre que cruza a México con una mochila con 2.000.000 de dólares y un pasado sangriento, se encuentra bajo un repentino ataque en el tranquilo pueblo de El Fronteras.",99,El Gringo
129,4.8,Ward Roberts,Ward Roberts,A former vigilante who has embraced his peaceful nature comes to the aid of a young mother in trouble with a cannibalistic drug lord.,94,Dust Up
130,6.7,Xackery Irving,"Xackery Irving, Rick Santos","A psych-patient, accused of a violent murder, turns to her court-appointed psychiatrist to prove her innocence and sanity. Her psychiatrist must help her decipher delusion from truth to unravel the mystery of her reality.",92,Nothing Without You
131,6.0,Amin Matalqa,Nizar Wattad,A legendary Egyptian football coach is brought back from retirement by his former star player to train a team of pan-Arab misfits in Jordan to compete against France in order to secure funding for their football academy.,96,The United
132,6.0,Brian Kazmarck,"Brian Kazmarck, Kazy Tauginas","When an experiment for a new miracle drug goes terribly wrong, the scientists responsible must race to prevent an apocalyptic event from occurring.",No tiene datos,Terminal Legacy
133,4.1,Olaf Lubaszenko,"Jerzy Kolasa, Olaf Lubaszenko","As Poland is placed under martial law in 1981, two confidence tricksters try to evade both the police and the army. They become embroiled in a web of schemes engineered by the secret service, fellow criminals and the democratic resistance.",99,Sztos 2
134,4.5,Patryk Vega,"Wladyslaw Pasikowski, Przemyslaw Wos","In 1945, Polish intelligence agent Hans Kloss, codenamed J-23, goes to Konigsberg to search for the treasure stolen by the Nazis. It's there that he meets his old friend and rival, SS Officer Hermann Brunner.",108,Hans Kloss. Stawka wieksza niz smierc
135,5.6,Kabir Khan,Aditya Chopra,India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.,132,Tiger: Agente Especial
