,0,1,2,3,4,5
31,6.5,Gérard Krawczyk,Luc Besson,El inspector de policía Emilien y su amigo conductor de taxis Daniel vuelven para perseguir a un grupo de la Yakuza japonesa.,88,Taxi 2
32,5.8,John Frankenheimer,Ehren Kruger,"Después de asumir la identidad de su compañero de celda muerto para conseguir a la novia del otro hombre, un exconvicto se encuentra con que participa a regañadientes en un atraco a un casino.",104,Operación reno
33,6.6,Tom Dey,Miles Millar,"Un hombre viaja desde China al salvaje Oeste para rescatar a una princesa secuestrada. Tras asociarse con un ladrón de trenes, el improbable dúo se enfrenta a un traidor y a su corrupto jefe.",110,Shanghai Kid: Del Este al Oeste
34,4.6,Randall Fontana,Randall Fontana,"Brigit as a young girl saw her family killed by the Karpovs, a Russian crime family, she would have been dead too, if her neighbor had not come to her house and saved her. Years later, she plans to take out all of the Karpovs, and she does. However, the Reillys, the Karpovs rival are afraid that the Karpovs will think that they are behind it. So, they grab her so that... Leer todo",90,"Adios, amor mio"
35,6.5,Clint Eastwood,Ken Kaufman,"Cuando el ingeniero retirado Frank Corvin es llamado para rescatar un satélite que falla, insiste en que sus también viejos compañeros de equipo le acompañen al espacio.",130,Space Cowboys
36,7.2,Roland Emmerich,Robert Rodat,El pacífico granjero Benjamin Martin se ve impulsado a liderar la milicia colonial durante la Revolución Americana cuando un sádico oficial británico asesina a su hijo.,165,El patriota
37,4.7,Jeff Celentano,"D. Alvelo, Marc Bienstock, Jeff Celentano","On a personal mission to destroy his wife's killer, a Denver cop (William Baldwin) joins a rogue operation that goes bad and finds himself under suspicion of murder, yet still manages to restart his life.",91,El infiltrado
38,2.5,Roger Christian,Corey Mandell,"Es el año 3000 y la Tierra está en manos de la raza alienígena de los psychlos. La humanidad está esclavizada por estos tiranos sedientos de oro, que no son conscientes de que sus ""hombres-animales"" están a punto de iniciar una rebelión.",117,Campo de batalla: La Tierra
39,5.1,Elyse Lewin,Patrick Newall,A young man must decide between a life on the streets and a career in the theater.,95,Brooklyn Sonnet
40,6.5,Dominic Sena,H.B. Halicki,Un maestro ladrón de coches jubilado debe volver a las andadas y robar 50 coches en una noche con su equipo para salvar la vida de su hermano.,118,60 segundos
41,3.7,Art Camacho,"David De, Falco","A Hollywood talent agent's girlfriend thrusts him into a world of strip clubs, drugs and deadly motorcycle gangs.",100,Punto sin retorno
42,3.6,Courtney Solomon,Topper Lilien,"Profion, un mago maligno, intenta destronar a la emperatriz de un reino pacífico.",107,Dungeons & Dragons (Dragones y mazmorras)
43,4.3,Vic Sarin,"Alan B. Mc, Elroy",La profecía bíblica de Armegeddon comienza cuando el Rapto se lleva instantáneamente a todos los creyentes en Cristo de la Tierra. Un reportero que queda atrás se entera de que el Anticristo pronto tomará el poder.,100,Desaparecidos
44,7.9,Ang Lee,Hui-Ling Wang,Una joven guerrera china roba una espada a un afamado espadachín y luego escapa a un mundo de aventuras románticas con un hombre misterioso en la frontera de la nación.,120,Tigre y dragón
45,5.6,Rob Cohen,John Pogue,"Un estudiante de último año de una universidad de la Ivy League, que depende de las becas, es aceptado en la sociedad secreta The Skulls. Espera que esto mejore sus posibilidades en Harvard, pero no es lo que pensaba y tiene un precio.",106,The Skulls: Sociedad secreta
46,5.9,Martin Campbell,Robert King,"Un escalador debe rescatar a su hermana de la cima del K2, una de las más altas del mundo.",124,Límite vertical
47,7.0,Jean van de Velde,"Simon de Waal, Jan van Daalen, Jean van de Velde","Based on a book about an infamous real scandal in the Dutch crime scene, the film aims at exposing the horrors caused by corruption on both sides of the law. A rookie policeman is coerced into obtaining secret information from a childhood friend turned gangster. The childhood friend turns informant. But his revelations are hardly the most important ""leaks"" in the stor... Leer todo",105,Lek
48,6.2,Vinny Murphy,"Vinny Murphy, Mark Stewart",A Belfast man who steals cars for a living dreams of retiring to Barcelona. Suddenly he finds himself in conflict with a crazed gangster who desires the first man's girlfriend. The two decide to settle the situation with a race with 12 of their friends. They just need to steal the cars for the race.,86,Accelerator
49,4.2,Serge Rodnunsky,Paul Tarantino,"A reporter risks his life to get to the bottom of a stack of lies, corruption and murder surrounding the opening of a local power plant.",94,Newsbreak
50,4.2,Cary Howe,R.C. Rossenfier,A warrior and a beautiful ex-convict are left to fight the galaxy's most fearsome commandos in an alien wasteland.,93,Starforce
51,3.5,Martin Munthe,"Martin Munthe, Anneli Engström","A xenophobic and bigoted police officer returns to Sweden from Russia, and is tasked to arrest an assassin gone rogue, who is also spiraling into a mental breakdown.",79,Hjärta av sten
52,2.2,Albert Pyun,Albert Pyun,A high-level government hit squad is sent into the streets in order to complete a deadly mission.,80,The Wrecking Crew
53,3.8,Jean Pellerin,Phillip J. Roth,A car ferry carrying a valuable artifact is sunk by a group of international thieves.,87,Huida bajo presión
54,4.0,J. Stephen Maunder,J. Stephen Maunder,"When a martial artist called Stryker resurrects three ancient Chinese master assassins so he can take over NYC's underworld, it's up to martial artist cop Tarek Richards to stop them. But he will need the aid of Stryker's former master.",95,Tiger Claws 3: El espiritu de tigre negro
55,3.6,Jenõ Hódi,"Christopher Pearce, Jenõ Hódi, Ian Patrick Williams",Renegade CIA agent Rick Halsey assembles a team of special forces operatives to rescue a Russian nuclear scientist held in a fortified mental institution behind enemy lines.,82,Misión en el mar negro
56,2.6,Jack Williams,Ashe Starr,No tiene datos,No tiene datos,Wings of the Crow
57,6.2,Alex Hillkurtz,Dave Barry,No tiene datos,No tiene datos,Recipe for Disaster
58,5.7,Antony Hoffman,"Chuck Pfarrer, Jonathan Lemkin","Un equipo de astronautas y su perro robot, explorando Marte con la esperanza de salvar la Tierra, ven su misión torcerse.",106,Planeta rojo
59,4.1,Godfrey Ho,Lisa Cory,"After six years as a guest of the state, mob hit man Jason Reed wants nothing more than to get an honest job and spend time with his young son, Tommy. He is not ten steps outside of the prison before being greeted by Keither, an old crony anxious to pick up where they left off. While out for a drive with his son, Jason saves a young woman from a gun wielding thug, not... Leer todo",97,Manhattan Chase
60,6.9,A.J. Jamal,DanteArt EvansRoy Fegan,No tiene datos,No tiene datos,The Cheapest Movie Ever Made
61,3.1,Rodney McDonald,Phillip J. Roth,The future of Earth is in question when a strange reaction deep beneath its surface causes a massive rupture in the planet's inner structure.,80,Peligro en las profundidades
62,3.1,Sam Firstenberg,Bryan Genesse,"Un secuestro simulado del presidente de los Estados Unidos se vuelve muy real, lo que obliga a un héroe solitario a salvar el día.",95,Conspiración en la Casa Blanca
63,5.5,Harley Cokeliss,Harley Cokeliss,Una bella artista ayuda a un amnésico a reconstruir su identidad.,96,Pilgrim
64,6.6,Christopher McQuarrie,"Christopher Mc, Quarrie",Dos vagabundos criminales obtienen más de lo que esperaban después de secuestrar y retener a la madre de un hombre poderoso y sombrío.,120,Secuestro infernal
65,4.8,Fred Anderson,Fred AndersonLeo JacobssonPierre Toresson,No tiene datos,No tiene datos,Ninja Mission 2000
66,3.8,J. Christian Ingvordsen,"Matthew M. Howe, J. Christian Ingvordsen","An American attack submarine on patrol in the South China Sea intercepts an SOS from a Russian freighter. The freighter was attacked by unidentified frogmen on the high seas and high grade plutonium was stolen. The FBI suspects this attack is the work of Darian Cain, a former Russian Commando turned terrorist. When a special anti-terrorist team is formed, Special Oper... Leer todo",92,Airboss III: The Payback
67,5.2,Mikael Ruttkay Hylin,"Olov Svedelid, Hans Rosenfeldt",Roland Hassel meets the dangerous Russian mafia.,107,Hassel/Förgörarna
68,4.0,J. Christian Ingvordsen,"Matthew M. Howe, J. Christian Ingvordsen",AirBoss does cool stuff (Again),No tiene datos,Airboss IV: The X Factor
69,4.6,John Terlesky,T.L. Lankford,Secret Service agents must retrieve the briefcase allowing the President control of America's nuclear arsenal before massive destruction ensues.,96,Al servicio del presidente
70,5.1,Stephen Kay,Ted Lewis,Un sicario de la mafia de Las Vegas vuelve a su ciudad natal para investigar la misteriosa muerte de su hermano.,102,Get Carter (Asesino implacable)
71,4.5,Tibor Takács,"David Bourla, Brian Irving, Stephen P. Jarchow",Un policía debe detener a una secta medieval que planea provocar el Armagedón convocando al espíritu de Nostradamus.,88,Nostradamus
72,4.6,Terry Cunningham,Terry Cunningham,An American army intelligence officer discovers corruption and murder by American soldiers in Vietnam.,95,Factor caos
73,4.2,Gerry Lively,"Frank Zagarino, Bryan Genesse, Robert Saunders",A young man is hired to protect a wealthy businessman from a killer.,100,El guardián
74,5.2,Raja Gosnell,Darryl Quarles,"Para proteger a una bella mujer y a su hijo de un ladrón, un agente del FBI se disfraza de abuela.",99,Esta abuela es un peligro
75,6.6,Kory Juul,Kory Juul,No tiene datos,No tiene datos,Aquarius
76,6.3,D-Shot,D-Shot,"Enemies since back in the day, two homeboys take a different path in life. College bound Daryll, desperate to keep a roof over his family's head and seduced by the money, power and respect of the hustler lifestyle moves in on his old nemesis' turf setting off a battle over territory in a war that rages throughout the inner city.",75,Obstacles
77,6.3,Donald Petrie,Marc Lawrence,Una agente del FBI debe ir encubierta al concurso de belleza de Miss Estados Unidos para evitar que un grupo terrorista ponga una bomba en el evento.,109,Miss Agente Especial
78,5.7,Antoine Fuqua,Andrew Scheinman,Un expresidiario es usado por la policía como cebo para tentar a un criminal a salir de su escondite.,119,Bait
79,5.9,Lloyd Kaufman,"Trent Haaga, Patrick Cassidy, Gabriel Friedman",Toxic Avenger debe defender a sus amigos de su propio doppelgänger malvado del universo alternativo.,109,El vengador tóxico 4
80,3.6,Richard Friedman,Richard Friedman,"L.A. is struck by a series of minor earthquakes. The experts don't know what's happening since their advanced systems didn't detect any seismic activities. Kimberly Stevenson is sent to investigate the epicenter in a remote mountainous forest, and she is surprised to discover she's not alone. Somebody knows the real secret about the ""earthquakes"".",92,Punto cero
81,3.9,Lloyd A. Simandl,Chris Hyde,A small band of desperate freedom fighters must topple a vicious dictator before he destroys mankind's last hope.,94,Última resistencia
82,3.5,Michael J. Sarna,"Bob Couttie, Michael D. Sellers","A diabolical industrialist who thinks the world is dangerously overpopulated, prepares to use his space-based weapon to cause widespread nuclear meltdowns at power plants around the world.",93,Doomsdayer
83,5.9,Gordon Chan,"Gordon Chan, Stuart Zicherman","The Y2K Bug. Real Warfare vs Electronic Gaming. Peter Tong, a carefree Hong Kong youngster, finds himself drawn into web of a deadly espionage conspiracy.",109,Gong yuan 2000 AD
84,No tiene datos,Rick Strom,Rick Strom,No tiene datos,No tiene datos,Faith and the Water Dog
85,3.6,Sheldon Lettich,"Stephen Brackley, Pamela K. Long","Después de que un gran terremoto destruya Los Ángeles, se forma un nuevo orden. Pero el desacuerdo entre las filas conduce a más guerras y perturbaciones. Se debe poner orden si hay alguna esperanza para el futuro.",95,La última patrulla
86,6.1,Alberto Graça,Alberto Graça,"Ex-drug dealer is forced to go back to business by a corrupt policeman. He must go to Colombia and bring back some cocaine, but discovers the whole thing is a set up. He then devises a suicidal plan for revenge.",113,O Dia da Caça
87,5.9,Roger Spottiswoode,Cormac Wibberley,"Un hombre se encuentra con un clon de sí mismo, descubriendo una gran conspiración sobre clones que pretenden conquistar el mundo.",123,El 6º día
88,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
89,7.6,Yoshiaki Kawajiri,Hideyuki Kikuchi,"Cuando una joven es secuestrada por un vampiro, un legendario cazarrecompensas es contratado para traerla de vuelta.",103,Vampire hunter D: Bloodlust
90,4.1,Robert Adetuyi,"Ray 'Cory' Daniels, Chris Hudson, Kelly Hilaire",A gifted musician struggles to rise above the crime-plagued urban streets and realize his dream.,86,Turn It Up
91,3.5,Jim Wynorski,Steve Latshaw,Un agente de la ATF se infiltra para recuperar misiles de ántrax robados.,89,El camino de la traición
92,4.9,Jack Williams,Jack WilliamsRachela Williams,No tiene datos,No tiene datos,Mrs. Death 2: Hells Fury
93,3.3,Damian Lee,Kevin Bernhardt,Captain Matt Hendricks and Dr. Linda Christian are locked in a submarine with Russian terrorists that threaten to launch a chemical virus on US territory.,95,Agente rojo
94,4.9,Patrick Lussier,Joel Soisson,"Un grupo de ladrones irrumpe en una cámara esperando encontrar pinturas, pero en cambio, ellos mismos liberan al Conde, que viaja a Nueva Orleans para encontrar a la hija de su némesis, Mary Van Helsing.",99,Drácula 2001
95,3.2,Fred Olen Ray,Steve Latshaw,Navy SEALs launch a rescue mission after terrorists plunge a jet carrying a missile-launching computer into the sea.,95,Rescate desesperado
96,6.6,Bruno Bichir,No tiene datos,No tiene datos,No tiene datos,La máscara de Zorro
97,6.7,Rajkumar Santoshi,"Vijay Deveshwar, K.K. Raina, Anjum Rajabali",Un notorio terrorista manipula a la despechada amante de un mayor del ejército indio para que lo ayude a obtener un código militar clasificado.,176,Pukar
98,No tiene datos,Marc Baron,Marc BaronJoe Cirillo,No tiene datos,No tiene datos,Blue Shirts
99,4.1,Jean Pellerin,"Geri Cudia Barger, Jonathan Raymond, Phillip J. Roth",People are trying to find their way out of subway tunnel after a devastating earthquake.,94,Daybreak
100,4.4,Christopher Coppola,"Richard L. Albert, Mike Allred, Robert Cooper","Two G-Men, returning from hell, must perform good deeds to save themselves from a doomed fate.",98,G-Men from Hell
101,4.5,Sanjay Gupta,"Sanjay Gupta, Sutanu Gupta, Anand S. Vardhan","An assassin is sent to kill the witness from testifying against the killers. In the process, the assassin falls in love with the witness.",124,Khauff
102,3.3,Fred Olen Ray,Steve Latshaw,"Secret Service agents target a presidential candidate by hijacking the Concorde he is on and kill the pilots. It's up to an Air Force officer, nicknamed ""Washout"" because he can't fly a plane, to land the Concorde.",94,Pánico en el Concorde
103,3.3,Yossi Wein,"Danny Lerner, Bernard Stone",An elite task force is assigned to handle a Middle-Eastern terrorist mastermind who is using mind-control techniques to create an army of willing suicide bombers.,91,Fuerza delta V
104,6.0,Beda Docampo Feijóo,"Enrique Cortés, Beda Docampo Feijóo",It opens with a murder. Abelardo Sachs is the owner and editor of a famous political magazine He's gunned down in his luxurious home by a masked killer.,90,Ojos que no ven
105,6.3,Taylor Hackford,Tony Gilroy,"Alice contrata a un negociador profesional para conseguir liberar a su marido, que ha sido secuestrado por las guerrillas antigubernamentales de América del Sur.",135,Prueba de vida
106,6.8,Hirochika Muraishi,Keiichi Hasegawa,"Two years after the events of 'Ultraman Tiga', Daigo is forced to pick up another Dark Spark Lens in an attempt to stop three evils the once, dark Tiga worked with 30 million years ago, to stop destruction in Japan once and for all.",85,Ultraman Tiga: The Final Odyssey
107,3.9,Michael Martin,"Michael Martin, Snoop Dogg","Killa Pop (Snoop Dogg), Young Loc (Darryl Brunson), Crackle (Tray Deee), and Snap (Goldie Loc) are top dogs in the Eastsidaz gang in Long Beach, California. Pop, also known as Killa Pop, is the alpha dog. He has Crackle and Big Long Beach (RBX), set up a big Jamaican drug deal that's going to put him on easy street. But Crackle and Big Long Beach have their own agenda... Leer todo",81,Tha Eastsidaz
108,2.8,Rob Van Eyck,Rob Van Eyck,Two criminals form a pact to destroy Belgium so that their principals can take over the government and restore order with a firm hand.,93,Blue Belgium
109,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
110,5.2,Harry Ralston,Harry Ralston,"Alan, a timid anthropology graduate student is coming to terms with his fate as the last man on Earth, until he discovers Sarah, a beautiful, intelligent woman who can't stand that Alan is the last man she'll ever see.",95,The Last Man
111,3.7,Dharmesh Darshan,"Robin Bhatt, Dharmesh Darshan, Sanjeev Duggal","When a village belle's brother is killed by a bandit, she vows revenge and enlists the help of two truckers-come-theatre artists in her mission.",172,Mela
112,4.0,Norman Lesperance,"Norman Lesperance, André Øvredal","The pathetic surgeon Simon Thorne suffers from paranoia, obsessions and hallucinations, and loses both his wife and his job. But then he meets a couple from one of his dreams where they kill him. So he has to kill them first.",92,Future Murder
113,3.6,Richard Pepin,"Gregg Mc, Bride",A detective assigned to transport a dangerous mobster discovers that she has been set-up to fail.,102,Epicentro
114,7.0,Graham Moore,"Graham Moore, Shaun Prendergast, Stuart Urban","On patrol in the South Seas, British Type-23 frigate HMS Monarch receives a distress call from the merchant vessel Corona, which has been carrying gold bullion and is under attack from pirates. Responding to the call, the Captain and crew of HMS Monarch find themselves drawn into a struggle against the megalomaniac ambitions of a despotic warlord. With the lives of ho... Leer todo",No tiene datos,Command Approved
115,6.9,Rakesh Roshan,Rakesh Roshan,A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.,172,Reencuentro con el destino
116,3.1,Oscar Petersson,Oscar Petersson,"A female assassin hides with a man from her past, when the organization she works for is trying to kill her instead.",97,Inte bara mördare
117,5.8,Kunihiko Yuyama,Takeshi Shudô,"In the town of Greenfield, a young, lonely girl's dreams and wishes are brought into reality by a collective of reality-warping Pokémon.",93,Pokémon 3: El hechizo de los Unown
118,5.2,Toshiyuki Mizutani,"Hiroshi Hatajima, Mugita Kinoshita, Yûsuke Kishi","When a woman, able to read the thoughts of others, comes to help survivors of the 1995 Kobe earthquake, she encounters a girl with Multiple Personality Disorder whose dangerous 13th personality, Isola, must be stopped.",94,Isola (Múltiples personalidades)
119,7.5,Anders Thomas Jensen,Anders Thomas Jensen,"A gang of 4 Danish criminals are ordered by Færingen to steal a bag from a safe. When they see DKK4,000,000 in the bag, they keep it for themselves and head for Spain. They end up in a ruin of an old restaurant on Jutland and renovate it.",109,Luces parpadeantes
120,5.8,Jingle Ma,Susan Chan,"Is anyone who he says he is in this caper that moves from Hong Kong and Las Vegas to Tokyo? Ken doesn't show up in Vegas for his wedding; his disconsolate bride, Macy, heads home for Hong Kong and finds John, an interior decorator, waiving a check of Ken's that has bounced. She leaves immediately for Tokyo to find her businessman boyfriend, and John tags along. Ken's ... Leer todo",118,Tokyo Raiders
121,6.7,Kon Ichikawa,"Akira Kurosawa, Keisuke Kinoshita, Kon Ichikawa",New magistrate cleans up a corrupt town in his own comic Samurai way.,111,Dora-heita
122,7.6,Aleksey Balabanov,Aleksey Balabanov,"Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",122,Brat 2
123,7.3,Sabu,Sabu,A simple funeral turns a man's world topsy turvy.,100,Monday
124,4.8,Craig Clyde,Bryce W. Fillmore,"A teenage girl and her dog are stranded in the desert. With the help of a young illegal immigrant on the run, they try to make it out alive together.",81,Castle Rock
125,8.2,Priyadarshan,Siddique,Tres hombres desempleados buscan respuestas a todos sus problemas de dinero. ¿Sabrán qué hacer cuando llegue la oportunidad?,156,Hera Pheri
126,4.8,Mike Tristano,"Terry Cunningham, David Dadon, Mark Anthony Galluzzo",A wrongfully sentenced man is given a chance at freedom in exchange for the safe delivery of stolen diamonds.,89,Never Look Back
127,5.2,Jon Gunn,"Jon Gunn, John W. Mann","Estranged twin brothers - one a con man, the other an Episcopal deacon - accidentally switch places... and find God in the process.",106,La calle del perdón
128,3.3,Lloyd A. Simandl,Chris Hyde,"A group of retired spies once former enemies, are forced to work together in an attempt to retrieve a neutron bomb stolen by a group of new-wave, high-tech operatives who have supplanted them in the post-Cold War intelligence game.",97,Crackerjack 3
129,6.8,Katsuyuki Motohiro,"Magy, Yoshikazu Okada",What happens when ambitious robbery - to clear out a futuristic bank outside Tokyo in 5 minutes - gone wrong.,125,Supêsutoraberâzu
130,5.4,Darren Doane,Jim Chadwick,A double-dealing member of an elite group of hit men becomes the ultimate target when his organization discovers his deceit.,83,Ides of March
131,5.8,Andrew Lau,Jing Wong,"After a long absence, a master swordsman of royal blood, Yeh Cool-son, returns to the emperor's palace to challenge Snow, a reclusive master, to a dual on new year's eve. In the days before the dual, strange things happen in the palace, seen mostly through the eyes of Dragon 9, a leader of the guard who alternates between serious pursuit of duty and joking. His girlfr... Leer todo",106,Kuet chin chi gam ji din
132,5.4,Jason Wolthuizen,"Christine Jeffrey, Jason Wolthuizen","Shane, is sent undercover in order to solve a case that involves a series of murders that occur at an elite gym run by Tony. Shane meets up with a mysterious woman, who in turn assists in helping him take on, what turns out to be a well established Russian Mafia steroid smuggling ring run by Vladimer. When the two are taken captive, and Shane is forced to take action ... Leer todo",97,Solid Cover
133,5.6,Waldemar Dziki,"Waldemar Dziki, Marek Miller",No tiene argumento,96,Pierwszy milion
134,5.7,Peter Maris,"Michael January, Nancy Newbauer","Branded a killer and hunted by the police, a half Native American newlywed must return to the ways of his fore-fathers to discover the truth behind the disappearance of his bride.",90,Warpath
135,4.9,Rodney Gibbons,Terry Abrahamson,The murder of the ex-wife of Dr. Sam Dennis Charney (Rutger Hauer) leads Detective Della Wilder (Pam Grier) to uncover a series of women's murders somehow linked to a big pharmaceutical company.,90,Cómplices
136,6.3,Wai-Man Yip,"Kwok-Yuen Cheung, Manfred Wong","Focusing on triad member Chiu Shan Ho, a.k.a. 'Chicken' Chiu as he successfully tries to find love with his childhood friend, in this spin-off to the Young & Dangerous saga.",103,Yau ching sui yuet: San Gai goo si
137,5.3,Bryan Genesse,Bryan Genesse,Two undercover cops accidentally find themselves in the middle of a small-town bank robbery.,No tiene datos,Bad Guys
138,6.6,Vidhu Vinod Chopra,Abhijat Joshi,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,154,Misión en Cachemira
139,5.9,Djordje Milosavljevic,Gordan Mihic,"A contract killer and his unexperienced protégé are on their way to find the next victim in the landscape of Pannonian plain. Crossing the path of ruthless criminals, a young female teacher-to-be and a local cab driver will take part in bloodshed murderers.",94,Mehanizam
